"EmployeeID";"NationalIDNumber";"ContactID";"ManagerID";"Title";"BirthDate";"MaritalStatus";"Gender";"HireDate";"SalariedFlag";"CurrentFlag"
217;"879342154";1289;158;"Research and Development Manager";"1975-01-01 00:00:00";"M";"M";"1999-06-04 00:00:00";"1";"1"
218;"141165819";1274;148;"Facilities Manager";"1961-03-21 00:00:00";"M";"M";"2000-01-03 00:00:00";"1";"1"
219;"537092325";1215;18;"Production Technician - WC60";"1961-10-03 00:00:00";"S";"M";"2000-01-04 00:00:00";"0";"1"
220;"455563743";1081;25;"Production Technician - WC10";"1976-10-23 00:00:00";"S";"M";"2000-01-07 00:00:00";"0";"1"
221;"701156975";1092;108;"Production Technician - WC20";"1960-12-13 00:00:00";"M";"M";"2000-01-12 00:00:00";"0";"1"
222;"1662732";1151;51;"Production Technician - WC40";"1961-01-23 00:00:00";"S";"M";"2000-01-12 00:00:00";"0";"1"
223;"407505660";1044;274;"Buyer";"1960-12-31 00:00:00";"M";"F";"2000-01-18 00:00:00";"0";"1"
224;"294148271";1087;64;"Production Technician - WC10";"1957-01-17 00:00:00";"S";"F";"2000-01-19 00:00:00";"0";"1"
225;"552560652";1275;218;"Facilities Administrative Assistant";"1961-09-27 00:00:00";"M";"M";"2000-01-22 00:00:00";"0";"1"
226;"834186596";1216;18;"Production Technician - WC60";"1960-04-07 00:00:00";"S";"M";"2000-01-23 00:00:00";"0";"1"
227;"717889520";1082;25;"Production Technician - WC10";"1976-10-20 00:00:00";"M";"F";"2000-01-26 00:00:00";"0";"1"
228;"801365500";1078;25;"Production Technician - WC10";"1976-10-20 00:00:00";"S";"M";"2000-01-26 00:00:00";"0";"1"
229;"413787783";1152;51;"Production Technician - WC40";"1961-04-09 00:00:00";"S";"M";"2000-01-30 00:00:00";"0";"1"
230;"109272464";1077;185;"Production Technician - WC10";"1976-10-11 00:00:00";"M";"F";"2000-02-02 00:00:00";"0";"1"
231;"482810518";1045;274;"Buyer";"1960-12-25 00:00:00";"M";"M";"2000-02-05 00:00:00";"0";"1"
232;"113393530";1088;108;"Production Technician - WC20";"1961-11-23 00:00:00";"S";"M";"2000-02-07 00:00:00";"0";"1"
233;"466142721";1040;274;"Buyer";"1956-12-30 00:00:00";"M";"M";"2000-02-12 00:00:00";"0";"1"
234;"390124815";1083;64;"Production Technician - WC10";"1976-10-14 00:00:00";"S";"F";"2000-02-13 00:00:00";"0";"1"
235;"6298838";1212;16;"Production Technician - WC60";"1957-01-14 00:00:00";"M";"F";"2000-02-17 00:00:00";"0";"1"
236;"943170460";1153;51;"Production Technician - WC40";"1961-01-03 00:00:00";"S";"M";"2000-02-18 00:00:00";"0";"1"
237;"339233463";1093;108;"Production Technician - WC20";"1943-06-01 00:00:00";"M";"M";"2000-02-23 00:00:00";"0";"1"
238;"367453993";1046;274;"Buyer";"1942-06-13 00:00:00";"M";"M";"2000-02-24 00:00:00";"0";"1"
239;"872923042";1089;108;"Production Technician - WC20";"1964-10-11 00:00:00";"M";"M";"2000-02-25 00:00:00";"0";"1"
240;"697712387";1148;51;"Production Technician - WC40";"1957-01-08 00:00:00";"M";"M";"2000-02-25 00:00:00";"0";"1"
241;"381073001";1042;274;"Buyer";"1962-10-19 00:00:00";"S";"M";"2000-02-28 00:00:00";"0";"1"
242;"646304055";1277;49;"Janitor";"1961-01-03 00:00:00";"S";"M";"2000-02-28 00:00:00";"0";"1"
243;"414476027";1218;18;"Production Technician - WC60";"1945-03-02 00:00:00";"S";"M";"2000-03-01 00:00:00";"0";"1"
244;"785853949";1041;274;"Buyer";"1961-02-04 00:00:00";"S";"F";"2000-03-03 00:00:00";"0";"1"
245;"90888098";1084;64;"Production Technician - WC10";"1976-10-11 00:00:00";"S";"M";"2000-03-04 00:00:00";"0";"1"
246;"947029962";1154;51;"Production Technician - WC40";"1942-04-03 00:00:00";"M";"M";"2000-03-08 00:00:00";"0";"1"
247;"461786517";1213;16;"Production Technician - WC60";"1961-10-12 00:00:00";"S";"M";"2000-03-08 00:00:00";"0";"1"
248;"393421437";1079;25;"Production Technician - WC10";"1976-11-01 00:00:00";"M";"M";"2000-03-11 00:00:00";"0";"1"
249;"988315686";1149;51;"Production Technician - WC40";"1964-01-24 00:00:00";"M";"M";"2000-03-15 00:00:00";"0";"1"
250;"56772045";1090;108;"Production Technician - WC20";"1961-10-06 00:00:00";"S";"M";"2000-03-16 00:00:00";"0";"1"
251;"879334904";1278;49;"Janitor";"1960-08-31 00:00:00";"M";"F";"2000-03-19 00:00:00";"0";"1"
252;"82638150";1085;64;"Production Technician - WC10";"1976-10-08 00:00:00";"S";"F";"2000-03-23 00:00:00";"0";"1"
253;"343861179";1273;41;"Quality Assurance Technician";"1957-01-05 00:00:00";"M";"M";"2000-03-26 00:00:00";"0";"1"
254;"582347317";1214;18;"Production Technician - WC60";"1963-10-07 00:00:00";"S";"M";"2000-03-26 00:00:00";"0";"1"
255;"8066363";1217;18;"Production Technician - WC60";"1960-05-29 00:00:00";"M";"M";"2000-03-26 00:00:00";"0";"1"
256;"561196580";1080;25;"Production Technician - WC10";"1976-10-29 00:00:00";"S";"M";"2000-03-30 00:00:00";"0";"1"
257;"58791499";1150;51;"Production Technician - WC40";"1963-09-30 00:00:00";"S";"M";"2000-04-03 00:00:00";"0";"1"
258;"163347032";1091;108;"Production Technician - WC20";"1960-05-05 00:00:00";"S";"F";"2000-04-04 00:00:00";"0";"1"
259;"28414965";1276;49;"Janitor";"1962-01-17 00:00:00";"M";"M";"2000-04-05 00:00:00";"0";"1"
260;"153479919";1279;49;"Janitor";"1944-05-25 00:00:00";"M";"F";"2000-04-07 00:00:00";"0";"1"
261;"20269531";1043;274;"Buyer";"1963-07-05 00:00:00";"M";"M";"2000-04-09 00:00:00";"0";"1"
262;"826454897";1086;64;"Production Technician - WC10";"1976-11-01 00:00:00";"M";"M";"2000-04-10 00:00:00";"0";"1"
263;"974026903";1007;3;"Senior Tool Designer";"1968-02-18 00:00:00";"S";"M";"2001-01-05 00:00:00";"0";"1"
264;"437296311";1038;274;"Purchasing Assistant";"1968-03-01 00:00:00";"M";"F";"2001-01-06 00:00:00";"0";"1"
265;"486228782";1008;263;"Tool Designer";"1979-06-29 00:00:00";"M";"F";"2001-01-23 00:00:00";"0";"1"
266;"280633567";1039;274;"Purchasing Assistant";"1968-02-18 00:00:00";"M";"M";"2001-01-25 00:00:00";"0";"1"
267;"42487730";1003;3;"Senior Design Engineer";"1969-07-17 00:00:00";"S";"M";"2001-01-30 00:00:00";"1";"1"
268;"502097814";1011;273;"North American Sales Manager";"1941-11-17 00:00:00";"M";"M";"2001-02-04 00:00:00";"1";"1"
269;"323403273";1029;6;"Marketing Assistant";"1965-04-17 00:00:00";"M";"F";"2001-02-07 00:00:00";"0";"1"
270;"56920285";1004;3;"Design Engineer";"1951-06-03 00:00:00";"M";"F";"2001-02-18 00:00:00";"1";"1"
271;"222969461";1036;6;"Marketing Specialist";"1968-04-06 00:00:00";"S";"M";"2001-03-10 00:00:00";"0";"1"
272;"52541318";1031;6;"Marketing Assistant";"1968-03-01 00:00:00";"S";"F";"2001-03-17 00:00:00";"0";"1"
273;"112432117";1010;109;"Vice President of Sales";"1967-07-08 00:00:00";"S";"M";"2001-03-18 00:00:00";"1";"1"
274;"895209680";1037;71;"Purchasing Manager";"1968-03-13 00:00:00";"S";"F";"2001-03-28 00:00:00";"1";"1"
275;"841560125";1026;268;"Sales Representative";"1959-01-26 00:00:00";"S";"M";"2001-07-01 00:00:00";"1";"1"
276;"191644724";1018;268;"Sales Representative";"1970-03-30 00:00:00";"M";"F";"2001-07-01 00:00:00";"1";"1"
277;"615389812";1016;268;"Sales Representative";"1952-09-29 00:00:00";"S";"F";"2001-07-01 00:00:00";"1";"1"
278;"234474252";1021;268;"Sales Representative";"1965-03-07 00:00:00";"M";"M";"2001-07-01 00:00:00";"1";"1"
279;"716374314";1019;268;"Sales Representative";"1964-02-19 00:00:00";"M";"M";"2001-07-01 00:00:00";"1";"1"
280;"61161660";1014;268;"Sales Representative";"1965-01-06 00:00:00";"S";"F";"2001-07-01 00:00:00";"1";"1"
281;"139397894";1017;268;"Sales Representative";"1958-04-10 00:00:00";"M";"M";"2001-07-01 00:00:00";"1";"1"
282;"399771412";1020;268;"Sales Representative";"1954-01-11 00:00:00";"M";"M";"2001-07-01 00:00:00";"1";"1"
283;"987554265";1015;268;"Sales Representative";"1964-03-14 00:00:00";"S";"M";"2001-07-01 00:00:00";"1";"1"
284;"982310417";1013;273;"European Sales Manager";"1947-10-22 00:00:00";"M";"F";"2002-05-18 00:00:00";"1";"1"
285;"668991357";1025;284;"Sales Representative";"1958-04-18 00:00:00";"M";"F";"2002-07-01 00:00:00";"1";"1"
286;"134219713";1022;284;"Sales Representative";"1965-10-31 00:00:00";"S";"M";"2002-07-01 00:00:00";"1";"1"
287;"90836195";1027;268;"Sales Representative";"1968-02-06 00:00:00";"M";"M";"2002-11-01 00:00:00";"1";"1"
288;"481044938";1012;273;"Pacific Sales Manager";"1965-02-11 00:00:00";"M";"M";"2003-04-15 00:00:00";"1";"1"
289;"954276278";1023;284;"Sales Representative";"1965-08-09 00:00:00";"S";"F";"2003-07-01 00:00:00";"1";"1"
290;"758596752";1024;288;"Sales Representative";"1961-04-18 00:00:00";"S";"F";"2003-07-01 00:00:00";"1";"1"
